SSN,Site,Lat,Lon,Depth,wA,wCN,wK,wV1,wV2,A1,A2,A3,DA
icr049836,Massuque,-24.222723,34.331462,35,1.236583275,3.628910876,0.47818952,-0.084320082,-2.026680709,0.402264649,0.522053211,0.07568214,2
icr049855,Massuque,-24.196122,34.333932,10,0.97229891,3.580715732,0.78666584,-0.727863325,-1.515514426,0.472675854,0.527332603,0,2
icr049856,Massuque,-24.196122,34.333932,35,1.3309638,3.203162032,0.98052172,-0.381774195,-1.183808939,0.550754433,0.449247306,0,1
icr049875,Massuque,-24.169548,34.32811,10,0.643884915,3.465752558,0.29061532,-0.591763688,-2.478684608,0.312149393,0.660282843,0.027567764,2
icr049876,Massuque,-24.169548,34.32811,35,0.686512035,3.600038596,0.33633948,-0.629048894,-2.370578838,0.331613818,0.651454232,0.01693195,2
icr049894,Massuque,-24.243575,34.350642,10,1.48106568,3.505157746,0.61366352,0.013064503,-1.74254404,0.455995373,0.469006753,0.074997875,2
icr049895,Massuque,-24.243575,34.350642,35,1.29740628,3.824271058,0.5079938,-0.09556509,-2.018653912,0.403598288,0.52269238,0.073709332,2
icr049914,Massuque,-24.211818,34.344828,10,1.16105996,3.881773614,0.48738288,-0.225946806,-2.07499743,0.391481524,0.550175919,0.058342557,2
icr049915,Massuque,-24.211818,34.344828,35,1.22859069,3.634820036,0.4707216,-0.08355713,-2.044048044,0.399068857,0.524269889,0.076661254,2
icr049934,Massuque,-24.188403,34.345858,10,0.684395795,3.462134472,0.30251816,-0.536472727,-2.437499269,0.320479631,0.646304847,0.033215522,2
icr049935,Massuque,-24.188403,34.345858,35,0.72711739,3.665355184,0.42490308,-0.72024383,-2.154819426,0.367661391,0.632340019,0,2
icr049954,Massuque,-24.173732,34.359313,10,1.03503031,3.646475564,0.17275968,0.353969402,-3.049614885,0.219210824,0.592536032,0.188253144,2
icr049955,Massuque,-24.173732,34.359313,35,1.23735797,3.816656848,0.28480544,0.228354003,-2.595323867,0.301414808,0.550690549,0.147894643,2
icr049974,Massuque,-24.242897,34.371873,10,1.475982925,3.676619058,0.85670792,-0.245791363,-1.456651831,0.50536068,0.470135476,0.024503844,1
icr049975,Massuque,-24.242897,34.371873,35,1.584666965,4.014784196,0.8871862,-0.233023108,-1.509683994,0.495739554,0.475309882,0.028950564,1
icr049994,Massuque,-24.216733,34.37512,10,1.162552665,3.89114883,0.43137348,-0.144458067,-2.199485464,0.369574984,0.554453893,0.075971123,2
icr049995,Massuque,-24.216733,34.37512,35,1.090260395,3.731985144,0.40693424,-0.163335666,-2.216043981,0.366269947,0.559561746,0.074168307,2
icr050014,Massuque,-24.195698,34.376633,10,1.173889665,3.970304054,0.41568276,-0.120242869,-2.256675585,0.359337025,0.558438529,0.082224445,2
icr050015,Massuque,-24.195698,34.376633,35,1.24956414,3.822186264,0.53006056,-0.173645973,-1.975586594,0.410520242,0.52883234,0.060647417,2
icr050034,Massuque,-24.169653,34.381947,10,0.99716473,4.135917012,0.21263352,0.081864995,-2.967894231,0.230713712,0.623117656,0.146168632,2
icr050035,Massuque,-24.169653,34.381947,35,1.061842315,3.919607024,0.23897344,0.123614885,-2.797394263,0.26273588,0.593835148,0.143428972,2
icr050054,Massuque,-24.242007,34.399773,10,1.19155649,3.713483196,0.54549516,-0.236925401,-1.918031649,0.42031131,0.530765238,0.048923452,2
icr050055,Massuque,-24.242007,34.399773,35,0.837634245,3.90952145,0.4358084,-0.591473243,-2.193967557,0.364709123,0.621988262,0.013302614,2
icr050074,Massuque,-24.215777,34.398345,10,1.164631115,3.826516246,0.43656328,-0.138882704,-2.170776736,0.374947719,0.549745465,0.075306815,2
icr050075,Massuque,-24.215777,34.398345,35,1.62984491,3.849669594,0.658161,0.031525399,-1.766293022,0.451854565,0.469377644,0.078767792,2
icr050094,Massuque,-24.190955,34.40507,10,1.05025968,4.258770402,0.2962904,-0.08966024,-2.665395705,0.28429398,0.608676807,0.107029213,2
icr050095,Massuque,-24.190955,34.40507,35,0.98235105,3.726081712,0.25543252,0.009217808,-2.680154216,0.282871317,0.595557217,0.121571466,2
icr050114,Massuque,-24.175445,34.399385,10,0.93594493,3.862705328,0.21677188,0.030096429,-2.880277523,0.246205406,0.619253783,0.13454081,2
icr050115,Massuque,-24.175445,34.399385,35,1.22889301,3.79297952,0.28391576,0.225435591,-2.592229568,0.301947567,0.550720595,0.147331838,2
icr050134,Martinho,-16.177478,38.936703,10,19.28102485,13.75716474,3.62243996,1.339690205,-1.334411939,0.54879587,0.211551805,0.239652325,1
icr050135,Martinho,-16.177478,38.936703,35,23.36408319,17.24334215,4.16718024,1.351822774,-1.420186501,0.533122458,0.221222071,0.245655471,1
icr050154,Martinho,-16.16296,38.941078,10,21.90023086,19.56411124,8.53886556,0.703112911,-0.829068668,0.633697396,0.240890412,0.125412192,1
icr050155,Martinho,-16.16296,38.941078,35,21.6502689,17.75272951,8.03083132,0.793472281,-0.79325123,0.641498407,0.222277328,0.136224265,1
icr050174,Martinho,-16.1334,38.941133,10,22.97966442,13.45369317,13.61953148,0.705640522,0.012251247,0.789029873,0.127477504,0.083492623,1
icr050175,Martinho,-16.1334,38.941133,35,26.80312435,14.50077449,11.58058712,0.969003126,-0.224871889,0.748726173,0.119108571,0.132165257,1
icr050194,Martinho,-16.109833,38.938123,10,13.39963489,10.25510331,13.1253412,0.192089766,0.246769339,0.825559287,0.17440935,3.14E-05,1
icr050195,Martinho,-16.109833,38.938123,35,13.90889293,11.98346037,12.89696304,0.149691714,0.073464464,0.793010829,0.20416768,0.002821491,1
icr050214,Martinho,-16.174298,38.962908,10,5.82710463,11.74024048,1.42852952,0.470248388,-2.10637669,0.39485379,0.448056924,0.157089286,2
icr050215,Martinho,-16.174298,38.962908,35,10.84569221,9.879283762,1.5510088,1.358793578,-1.851534457,0.453591721,0.278106673,0.268301607,1
icr050234,Martinho,-16.157083,38.956273,10,13.94825121,12.86050663,11.39755568,0.188765498,-0.120762195,0.757672898,0.224292992,0.01803411,1
icr050235,Martinho,-16.157083,38.956273,35,16.43859332,11.99462361,12.79109112,0.377370802,0.064290406,0.794314508,0.170625189,0.035060303,1
icr050254,Martinho,-16.127287,38.955302,10,15.10832863,11.39651454,14.32565432,0.223421872,0.228744372,0.822644508,0.172045343,0.005310149,1
icr050255,Martinho,-16.127287,38.955302,35,14.10290679,11.96543256,12.59421572,0.185001567,0.051215766,0.789368754,0.20176356,0.008867686,1
icr050274,Martinho,-16.11558,38.965452,10,13.85385179,15.46533462,1.5271492,1.396748554,-2.315198314,0.368503662,0.33460032,0.296896018,1
icr050275,Martinho,-16.11558,38.965452,35,15.16055441,13.33351026,1.40437336,1.671681513,-2.250689239,0.384030547,0.283941487,0.332027966,1
icr050294,Martinho,-16.178185,38.990622,10,19.58018939,11.16704416,0.69694296,2.598080915,-2.774018663,0.299624112,0.212752721,0.487623167,3
icr050295,Martinho,-16.178185,38.990622,35,22.69096771,12.5612667,0.71185184,2.702134244,-2.870503487,0.283183718,0.20982217,0.506994112,3
icr050314,Martinho,-16.155567,38.988252,10,3.45861638,11.54697798,1.44980096,-0.224075197,-2.074997478,0.391506153,0.549890062,0.058603786,2
icr050315,Martinho,-16.155567,38.988252,35,4.666970525,11.41808542,1.7658126,0.051473856,-1.866587557,0.433603798,0.479804817,0.086591386,2
icr050334,Martinho,-16.137218,38.9843,10,4.62644075,12.27141899,3.97340524,-0.548880465,-1.127649429,0.548762198,0.451245093,0,1
icr050335,Martinho,-16.137218,38.9843,35,4.64121664,11.35089464,3.83220224,-0.468522081,-1.085856929,0.561076587,0.438928768,0,1
icr050354,Martinho,-16.116287,38.986128,10,13.01204175,12.46002505,0.26155244,2.633563594,-3.863646004,0.098956938,0.353718838,0.547324224,3
icr050355,Martinho,-16.116287,38.986128,35,17.65015961,13.95056361,0.22743456,3.057908316,-4.11641264,0.057884738,0.322863632,0.619251631,3
icr050374,Martinho,-16.174468,39.005233,10,6.06091136,7.16356371,0.20117552,2.158860195,-3.5725851,0.146434965,0.387121038,0.466443997,3
icr050375,Martinho,-16.174468,39.005233,35,7.91598467,7.433076202,0.18975796,2.529222866,-3.667945711,0.133707727,0.343364216,0.522928056,3
icr050394,Martinho,-16.14783,39.003835,10,6.544491095,7.09377262,7.86930048,-0.17662613,0.103751871,0.777114055,0.222895342,0,1
icr050395,Martinho,-16.14783,39.003835,35,7.4593681,6.844946594,8.54811284,-0.033519856,0.222199882,0.806310678,0.193695741,0,1
icr050414,Martinho,-16.137698,39.00373,10,11.07379265,6.462808214,13.26217668,0.238788355,0.718852194,0.906643948,0.093359699,0,1
icr050415,Martinho,-16.137698,39.00373,35,10.39436624,6.900620578,11.46486132,0.207753158,0.507675474,0.869694047,0.130308266,0,1
icr050434,Martinho,-16.1104,39.011138,10,11.04822772,6.870010254,0.5367062,2.333119269,-2.549470047,0.337585634,0.223055206,0.43935916,3
icr050435,Martinho,-16.1104,39.011138,35,12.15974499,7.60823551,0.5112964,2.425224231,-2.700037098,0.311004918,0.22921527,0.459779812,3
icr054165,Namasuba,0.491363,32.270676,10,5.76580925,2.729422888,1.16974048,1.562012621,-0.847308278,0.641636916,0.112155207,0.246207877,1
icr054166,Namasuba,0.491363,32.270676,35,6.58199767,2.347975762,1.31049864,1.763143539,-0.583145873,0.693046286,0.045946301,0.261007413,1
icr054183,Namasuba,0.515868,32.263542,10,6.04605989,3.370045586,1.40066636,1.364626159,-0.877978176,0.633377209,0.146423723,0.220199069,1
icr054184,Namasuba,0.515868,32.263542,35,7.733062175,2.973135202,1.62862664,1.675770483,-0.601879912,0.68843801,0.061808201,0.249753789,1
icr054201,Namasuba,0.533473,32.268044,10,3.732499405,3.439112436,0.76422164,1.111893456,-1.504110852,0.514472489,0.269142898,0.216384613,1
icr054202,Namasuba,0.533473,32.268044,35,1.96345503,3.377311552,0.4587244,0.60775805,-1.996385679,0.416967172,0.412277431,0.170755396,1
icr054220,Namasuba,0.551317,32.266228,10,4.117012655,3.320709948,1.00878928,1.080884103,-1.191427721,0.571782453,0.231871855,0.196345692,1
icr054221,Namasuba,0.551317,32.266228,35,3.60792467,3.422729468,0.91066836,0.952935741,-1.32401481,0.545623924,0.269226648,0.185149428,1
icr054238,Namasuba,0.49764,32.287838,10,5.932482045,2.876268288,1.49138676,1.403123498,-0.656787322,0.674713589,0.110827949,0.214458462,1
icr054239,Namasuba,0.49764,32.287838,35,7.661147805,1.922745218,2.02488472,1.808704598,0.051758805,0.77897816,0,0.221026753,1
icr054258,Namasuba,0.512713,32.288757,10,4.199886125,3.19086049,1.0555514,1.103840608,-1.106227342,0.587811781,0.216919334,0.195268884,1
icr054259,Namasuba,0.512713,32.288757,35,7.847603665,3.260913848,1.48437716,1.695609132,-0.787012214,0.654525599,0.083649648,0.261824753,1
icr054277,Namasuba,0.533078,32.286675,10,3.6452234,3.479814726,0.96708216,0.915552051,-1.280450876,0.553173278,0.269083931,0.177742791,1
icr054278,Namasuba,0.533078,32.286675,35,3.51307177,3.46530114,0.94283164,0.886033078,-1.301667087,0.548868397,0.27644285,0.174688753,1
icr054293,Namasuba,0.564458,32.29327,10,6.329768315,3.999375836,1.03689508,1.512105475,-1.34990756,0.548205171,0.187299401,0.264495428,1
icr054294,Namasuba,0.564458,32.29327,35,5.625287135,3.495124986,1.08530176,1.414211188,-1.169511068,0.580215892,0.178016155,0.241767953,1
icr054313,Namasuba,0.495517,32.304539,10,6.339744875,3.43099764,1.64086648,1.310401023,-0.737626632,0.658570886,0.135850414,0.2055787,1
icr054314,Namasuba,0.495517,32.304539,35,8.408558425,3.328967032,1.78945652,1.649284057,-0.620750102,0.684606101,0.068388762,0.247005136,1
icr054333,Namasuba,0.514325,32.305157,10,8.042826805,3.8404801,1.99168348,1.423322395,-0.656617134,0.675010898,0.10771997,0.217269132,1
icr054334,Namasuba,0.514325,32.305157,35,7.98736998,3.400020242,2.0234828,1.484747675,-0.5189612,0.701229389,0.079844727,0.218925884,1
icr054344,Namasuba,0.5386,32.311714,10,6.16082812,3.34822326,2.35815076,1.046743224,-0.350552099,0.726550222,0.124119263,0.149330515,1
icr054345,Namasuba,0.5386,32.311714,35,7.39459604,2.901664114,2.74002568,1.28549816,-0.057317112,0.783821373,0.048258038,0.167920589,1
icr054360,Namasuba,0.554287,32.311413,10,7.09144466,4.059630934,1.15630092,1.580973364,-1.255866019,0.566470857,0.16414676,0.269382383,1
icr054361,Namasuba,0.554287,32.311413,35,4.200075075,3.940177298,1.06341024,0.958332085,-1.30974477,0.548329066,0.266485324,0.18518561,1
icr054374,Namasuba,0.494473,32.335934,10,5.0290932,3.43234554,0.4123532,1.922073691,-2.119118874,0.411613222,0.228021608,0.36036517,1
icr054375,Namasuba,0.494473,32.335934,35,5.597322535,3.681078918,0.45822564,1.947842926,-2.083599446,0.418508972,0.219313851,0.362177176,1
icr054387,Namasuba,0.510742,32.33942,10,7.045926605,3.476991962,0.3803382,2.416950805,-2.212861963,0.400823644,0.165029542,0.434146814,3
icr054388,Namasuba,0.510742,32.33942,35,9.6561008,3.236919948,0.37087524,2.901631436,-2.166511798,0.415759649,0.084774072,0.499466279,3
icr054410,Namasuba,0.52496,32.332111,10,7.358260955,3.862510726,1.34347072,1.563382313,-1.056061064,0.603121279,0.13999083,0.256887891,1
icr054411,Namasuba,0.52496,32.332111,35,7.814688575,3.785283256,1.48867728,1.588667675,-0.933232726,0.626127007,0.119627491,0.254245501,1
icr054418,Namasuba,0.564657,32.333321,10,6.79365946,3.357464054,0.83902216,1.864207805,-1.386704104,0.546047897,0.138463835,0.315488268,1
icr054419,Namasuba,0.564657,32.333321,35,7.071850545,3.437906998,0.81698236,1.919679536,-1.437000631,0.537493881,0.136748331,0.325757788,1
icr054437,Hoima,1.45866,31.466797,10,5.631900385,2.340796706,0.3251376,2.486606214,-1.973998146,0.445832434,0.122300516,0.43186705,1
icr054438,Hoima,1.45866,31.466797,35,8.15648023,2.543131868,0.29928296,2.980396614,-2.139762139,0.421734215,0.069150056,0.509115729,3
icr054456,Hoima,1.473473,31.462007,10,3.94066562,2.785789484,1.64032728,0.815514802,-0.529635528,0.69044938,0.183495259,0.126055362,1
icr054457,Hoima,1.473473,31.462007,35,5.06026995,2.970936946,1.73331232,1.069285384,-0.538843159,0.692090324,0.145972146,0.161937529,1
icr054469,Hoima,1.507103,31.4679,10,5.323345035,3.520261832,0.45544876,1.914760289,-2.045007431,0.425197178,0.219182156,0.355620666,1
icr054470,Hoima,1.507103,31.4679,35,5.54137444,3.05799034,0.47636972,2.032192122,-1.859318952,0.461019253,0.176299735,0.362681013,1
icr054482,Hoima,1.527395,31.469123,10,5.551936745,3.425229678,0.528753,1.889572671,-1.868402404,0.457465128,0.199303287,0.343231585,1
icr054483,Hoima,1.527395,31.469123,35,7.399036365,2.991967148,0.53786548,2.351276832,-1.716077867,0.49166048,0.108320078,0.400019442,1
icr054504,Hoima,1.459293,31.489787,10,6.4435729,3.078423078,0.32954556,2.47452637,-2.234458143,0.397595119,0.159136966,0.443267916,3
icr054505,Hoima,1.459293,31.489787,35,5.84751123,2.834419186,0.2839562,2.499420343,-2.300772322,0.385681886,0.164243696,0.450074417,3
icr054515,Hoima,1.475107,31.489068,10,5.88987382,3.747005118,0.66782616,1.752826428,-1.724684265,0.482193955,0.200881705,0.31692434,1
icr054516,Hoima,1.475107,31.489068,35,6.728566185,3.047993882,0.6072066,2.131417799,-1.613369814,0.507725178,0.128102365,0.364172457,1
icr054529,Hoima,1.502983,31.490945,10,7.53842478,3.068407282,0.51477424,2.388596471,-1.78518547,0.479395178,0.111904234,0.408700588,1
icr054530,Hoima,1.502983,31.490945,35,8.47285811,3.617497752,0.4516474,2.521871144,-2.08063605,0.426612368,0.131240497,0.442147135,3
icr054550,Hoima,1.524523,31.488407,10,4.42815662,3.366342762,0.33406136,1.905713625,-2.310257512,0.37611559,0.25619885,0.367685561,1
icr054551,Hoima,1.524523,31.488407,35,4.92603987,3.272907476,0.33445228,2.065768754,-2.280939797,0.383634276,0.227813861,0.388551862,3
icr054564,Hoima,1.462205,31.507475,10,6.984593435,3.140025458,0.5307076,2.251151155,-1.777774976,0.478953781,0.131901632,0.389144587,1
icr054565,Hoima,1.462205,31.507475,35,7.56166563,2.667248126,0.50992144,2.492422868,-1.654545881,0.504876682,0.078495389,0.41662793,1
icr054585,Hoima,1.480643,31.513555,10,6.337817585,3.348617562,0.35906676,2.339178876,-2.232794539,0.396120518,0.179586014,0.424293468,3
icr054586,Hoima,1.480643,31.513555,35,7.256530275,2.883818748,0.33904896,2.657532646,-2.140726127,0.417306162,0.118592774,0.464101064,3
icr054606,Hoima,1.501578,31.512833,10,6.585039765,3.28351617,0.86559124,1.816685592,-1.333257342,0.55528806,0.138541939,0.306170001,1
icr054607,Hoima,1.501578,31.512833,35,6.80767955,3.169688886,0.68765524,2.037957915,-1.528101111,0.522234638,0.130921733,0.346843628,1
icr054618,Hoima,1.526595,31.51443,10,5.775653545,3.302985,0.49610444,2.008963361,-1.895795415,0.453980286,0.18474804,0.361271674,1
icr054619,Hoima,1.526595,31.51443,35,6.516866605,3.46694366,0.4914134,2.143988994,-1.953742966,0.445061198,0.171909601,0.383029201,1
icr054641,Hoima,1.456968,31.533708,10,4.76686839,3.497115066,0.4844038,1.730851464,-1.976774784,0.435371304,0.23810511,0.326523587,1
icr054642,Hoima,1.456968,31.533708,35,6.757815645,2.888959756,0.48498344,2.322762306,-1.784537024,0.478648248,0.121872419,0.399479333,1
icr054656,Hoima,1.473533,31.52892,10,6.75413112,3.984942386,0.54308224,2.032186888,-1.99301737,0.436339799,0.194262204,0.369397997,1
icr054657,Hoima,1.473533,31.52892,35,7.82355033,3.7946082,0.54672184,2.256340584,-1.93739629,0.449557602,0.152553288,0.397889109,1
icr054676,Hoima,1.501598,31.535127,10,4.283968875,3.86011237,0.34467012,1.749487315,-2.415863788,0.354565203,0.294247998,0.351186799,1
icr054677,Hoima,1.501598,31.535127,35,5.49307882,3.577446314,0.39032688,2.048732879,-2.215419963,0.395504323,0.221613626,0.382882051,1
icr054697,Hoima,1.524802,31.535093,10,4.650985355,3.79679141,0.48398592,1.643800881,-2.059855808,0.418889466,0.262562431,0.318548103,1
icr054698,Hoima,1.524802,31.535093,35,5.33016613,3.624878054,0.51710628,1.81230068,-1.947327502,0.441879156,0.221708731,0.336412113,1
icr055563,Chilende,-9.2127,29.6294,10,0.345948555,1.807429232,0.11782868,-0.384208232,-2.730429096,0.268412104,0.662402016,0.069185879,2
icr055564,Chilende,-9.2127,29.6294,35,0.444315925,2.358139758,0.1586596,-0.426211781,-2.698867322,0.273685165,0.664577348,0.061737487,2
icr055583,Chilende,-9.17906,29.6372,10,0.49111884,2.84650819,0.22279744,-0.644492715,-2.547585308,0.298736902,0.677592948,0.023670149,2
icr055584,Chilende,-9.17906,29.6372,35,0.35208943,2.529014268,0.18409636,-0.882182529,-2.620125572,0.279940799,0.720060446,0,2
icr055603,Chilende,-9.15515,29.6233,10,0.2048218,1.835103052,0.0678044,-0.724801561,-3.298228828,0.159118481,0.790704024,0.050177495,2
icr055604,Chilende,-9.15515,29.6233,35,0.46802915,2.97350219,0.20136424,-0.670366648,-2.692380318,0.271668599,0.700997289,0.027334112,2
icr055623,Chilende,-9.14338,29.6314,10,0.403011455,2.09207412,0.13781952,-0.382617524,-2.719966252,0.27036438,0.660753429,0.068882191,2
icr055624,Chilende,-9.14338,29.6314,35,0.27983495,2.530886416,0.13899228,-1.00156223,-2.90190649,0.225382424,0.774619352,0,2
icr055643,Chilende,-9.2096,29.6525,10,0.25213488,2.230732732,0.08724256,-0.74589954,-3.241393105,0.169332056,0.786290885,0.044377059,2
icr055663,Chilende,-9.18733,29.6553,10,0.321762955,1.8474796,0.12309936,-0.52462615,-2.708585777,0.270595731,0.680914467,0.048489802,2
icr055664,Chilende,-9.18733,29.6553,35,0.297312825,1.851394702,0.10633024,-0.53378301,-2.857144804,0.243052688,0.702271171,0.054676141,2
icr055683,Chilende,-9.1579,29.6499,10,0.40333267,2.32545953,0.09940152,-0.234211294,-3.152505541,0.19247556,0.696195685,0.111328755,2
icr055684,Chilende,-9.1579,29.6499,35,0.548314005,2.980768914,0.17169476,-0.354639047,-2.854218322,0.245951099,0.674516137,0.079532764,2
icr055703,Chilende,-9.13688,29.6462,10,0.39305379,2.044568164,0.10215144,-0.201003568,-2.996485461,0.221712438,0.670163177,0.108124385,2
icr055704,Chilende,-9.13688,29.6462,35,0.388386725,2.481937064,0.11373076,-0.417750263,-3.082960708,0.20289677,0.714885863,0.082217366,2
icr055723,Chilende,-9.20366,29.6761,10,0.372628295,2.036209708,0.14871136,-0.519793219,-2.616838126,0.287595045,0.667850493,0.044554462,2
icr055724,Chilende,-9.20366,29.6761,35,0.36739438,3.277705482,0.20747068,-1.078011457,-2.75990888,0.24366913,0.756336427,0,2
icr055742,Chilende,-9.18553,29.6753,10,0.348480485,1.974197648,0.11158744,-0.397040918,-2.873108842,0.24190593,0.683530304,0.074563766,2
