"GID","x","y","SSN","Site","Lat","Lon","Depth","C","N","P","K","S","Ca","Mg","Fv","V1","V2","V3","V4","V5","V6","V7","BP","CP","WP"
"E6915-S29389",691423.855905996,-2938857.27016738,"icr074454","Paje",-21.7992,26.5087,10,15737,986,4.1,571,7.5,2680,1010,979004.4,-13.8545141906849,-12.5739723355811,-10.8657425782016,-1.5968541531421,-0.603916046832003,0.975866463669597,2.77011355199823,0,0,0
"E6924-S29380",692385.915667262,-2937954.28525283,"icr074530","Paje",-21.7908,26.5175,35,25803,1615,11,747,11.8,2280,1660,967872.2,-13.0765218644167,-12.6505558877973,-9.65197958362096,-1.28584401762532,-0.0702042586732485,0.317357840597897,2.77115580756283,0,0,0
"E6924-S29380",692385.915667262,-2937954.28525283,"icr074529","Paje",-21.7908,26.5175,10,12442,765,4,594,8.5,1980,1590,982616.5,-13.9103822783837,-11.7214768507234,-10.9800771620815,-1.73267904797236,-0.753771802376379,0.219362828474304,2.78895729124843,0,0,0
"E6932-S29316",693160.243697275,-2931503.63020664,"icr074580","Paje",-21.731,26.5229,10,6738,464,4.3,262,6.8,737,431,991356.9,-15.0199570327773,-12.2333789753358,-8.56465147781301,-0.80350010517239,-0.458307589482544,0.536479802085589,2.67563387174024,0,0,0
"E6932-S29316",693160.243697275,-2931503.63020664,"icr074581","Paje",-21.731,26.5229,35,4406,356,2.6,212,8.8,855,562,993597.6,-15.207126751167,-11.3127730955482,-9.10340222787488,-1.52049284504246,-1.21924027645672,0.419599619043069,2.51579179651026,0,0,0
"E6934-S29358",693355.639529169,-2935788.71738685,"icr074545","Paje",-21.7707,26.526,35,13263,1057,6.9,179,16.6,9960,623,974894.5,-13.6263698806108,-11.8174334822674,-9.11044096954935,-3.47659346483355,-0.877881283759283,2.77178583179119,2.52954349662412,0,0,1
"E6934-S29358",693355.639529169,-2935788.71738685,"icr074544","Paje",-21.7707,26.526,10,17283,1369,27.3,210,13,3320,553,977224.7,-13.4814917857324,-12.4924708143253,-6.84662353301818,-2.0242445312357,0.741937344729378,1.7923620603882,2.53564281311204,0,0,1
"E6935-S29334",693494.761572752,-2933371.86490769,"icr074560","Paje",-21.7483,26.5266,10,4654,356,2.6,116,5.6,818,403,993644.8,-15.5514663342109,-12.2829516741088,-8.74770913628096,-1.91880679683677,-0.767255152713666,0.707925774656064,2.57055161301021,0,0,0
"E6935-S29334",693494.761572752,-2933371.86490769,"icr074561","Paje",-21.7483,26.5266,35,3302,286,1.8,79.5,4.3,1140,455,994731.4,-15.8330202761854,-11.8581894412674,-9.59471840254185,-2.88960604682291,-0.870828357797398,0.91848612243759,2.44629181366022,0,0,0
"E7153-S30768",715224.429979535,-3076740.45288133,"icr075224","Shoshong",-23.07762,26.776621,10,6983,424,4.6,171,6.8,1260,232,990918.6,-15.1433748732318,-12.4348212164945,-8.04958877836803,-1.20924058103982,-0.390866308687013,1.69212962827921,2.80150044761408,0,0,0
"E7153-S30768",715224.429979535,-3076740.45288133,"icr075225","Shoshong",-23.07762,26.776621,35,7019,560,2.9,165,7.2,1900,391,989954.9,-14.947633969027,-12.5160519014167,-9.25387275502203,-2.08077357023531,-0.909370289029582,1.58090160516917,2.52843925300123,0,0,0
"E8979-S23149",897882.682487163,-2314865.78221397,"icr056260","Monga",-16.044877,28.257427,10,8838,731,4.3,80,4.1,446,183,989713.6,-15.598383282478,-15.137733347763,-6.81625049703636,-0.921799224098375,0.0476280489892549,0.890832799178642,2.49240242594091,0,0,0
"E8979-S23149",897882.682487163,-2314865.78221397,"icr056261","Monga",-16.044877,28.257427,35,4415,409,2,77.2,4.2,286,283,994523.6,-16.1218964030408,-13.8776211157139,-7.7705355536525,-1.20596834544031,-0.741937344729378,0.0105449131766147,2.37904795699526,0,0,0
"E8983-S23173",898205.034153004,-2317200.79503814,"icr056240","Monga",-16.066278,28.260995,10,7805,541,4.4,87.1,3.7,664,173,990721.8,-15.6197040578331,-14.3363821787259,-7.33235624881262,-1.1881798416701,0.173271721274036,1.34499055497866,2.66910055410305,0,0,0
"E8983-S23173",898205.034153004,-2317200.79503814,"icr056241","Monga",-16.066278,28.260995,35,3077,381,1.1,81.2,2.9,471,186,995799.8,-16.441764976071,-13.8082258916883,-9.02708007378932,-1.39327049625081,-0.969400557188104,0.929111420303218,2.08891100019534,0,0,0
"E8988-S23202",898710.799869056,-2320109.81881406,"icr056220","Monga",-16.09294,28.266402,10,4892,341,3,96.7,2.6,565,157,993942.7,-16.0799990549932,-13.6167362332568,-8.1411258946532,-1.05202282343025,0.143100843640672,1.28057992579813,2.66347401952355,0,0,0
"E8988-S23202",898710.799869056,-2320109.81881406,"icr056221","Monga",-16.09294,28.266402,35,1798,351,1.2,64.2,3,649,218,996915.6,-16.5072171164107,-12.7287901024265,-9.18218431153361,-2.13911173560385,-0.916290731874154,1.090937653915,1.6336439915657,0,0,0
"E8989-S23224",898845.005589311,-2322318.4213946,"icr056200","Monga",-16.113185,28.268207,10,29115,2374,71.3,196,12.4,3360,354,964517.3,-13.0881600876648,-13.7055487463564,-5.24721202120086,-1.47557550277107,1.74919985480926,2.25039933982347,2.50667720910161,0,0,0
"E8989-S23224",898845.005589311,-2322318.4213946,"icr056201","Monga",-16.113185,28.268207,35,15933,1369,44,175,7.9,1970,242,980259.1,-13.8951142436551,-13.3514638640655,-5.540445046791,-1.06192549233521,1.71732687444529,2.09685109557535,2.45431188380206,0,0,0
"E9002-S23223",900117.962487194,-2322278.59898975,"icr056280","Monga",-16.11281,28.279927,10,7415,825,12.8,73.5,5.5,346,178,991144.2,-15.3599906376378,-14.4268026266562,-4.94469447491058,-0.604316925636991,0.844697078687146,0.664655224765639,2.19587686823735,0,0,0
"E9002-S23223",900117.962487194,-2322278.59898975,"icr056281","Monga",-16.11281,28.279927,35,3370,468,2.6,43.5,5,205,228,995677.9,-16.3292628529783,-14.120713408216,-6.31361952452563,-1.33304700579789,-0.653926467406663,-0.106335649816032,1.97419972742876,0,0,0
"E9007-S23176",900636.556609182,-2317551.35240608,"icr056320","Monga",-16.069473,28.283488,10,13516,890,8.1,159,7.7,1010,184,984225.2,-14.739947302676,-14.2571300312582,-6.63882481882636,-0.634100804923927,0.0506437328187559,1.70276985222632,2.720407985108,0,0,0
"E9007-S23176",900636.556609182,-2317551.35240608,"icr056321","Monga",-16.069473,28.283488,35,5385,293,3.1,119,5,417,176,993601.9,-15.9171410960759,-13.0995755278135,-7.39133233166339,-0.573925369365537,-0.478035800942999,0.86260222676065,2.91119998057342,0,0,0
"E9009-S23202",900880.396720738,-2320181.78627135,"icr056300","Monga",-16.093583,28.286412,10,5702,585,6,89.6,3.2,573,114,992927.2,-15.7753386273009,-14.2450642930715,-6.70678589255942,-0.670985531631382,0.628608659422374,1.61468726832024,2.27696042224076,0,0,0
"E9009-S23202",900880.396720738,-2320181.78627135,"icr056301","Monga",-16.093583,28.286412,35,2093,213,1.8,89.2,3.8,491,141,996967.2,-16.5301983425996,-12.090895033983,-8.16592334771729,-1.10694900017982,-0.74721440183022,1.24768423741635,2.28506155673657,0,0,0
"E9012-S23145",901194.015537546,-2314492.71948872,"icr056340","Monga",-16.041433,28.287838,10,11170,698,2,282,6.5,783,562,986496.5,-14.8856771066709,-13.7449445301609,-9.71251575615461,-0.993650971739921,-1.17865499634165,0.331630846097112,2.77276778930087,0,1,0
"E9012-S23145",901194.015537546,-2314492.71948872,"icr056341","Monga",-16.041433,28.287838,35,6946,500,0.3,303,7.7,476,641,991126,-15.6015554184448,-13.8985594114498,-11.4991133518215,-0.908895265336468,-3.24519313318557,-0.29761160268925,2.63131313488183,0,1,0
"E9027-S23199",902673.687641217,-2319847.72808687,"icr056380","Monga",-16.090507,28.30285,10,10502,766,13.7,102,4.2,577,168,987867.1,-15.1408403983319,-14.4398935096579,-5.82141544672603,-0.623950178280894,1.18231130754476,1.23387828710484,2.61813882445721,0,0,0
"E9027-S23199",902673.687641217,-2319847.72808687,"icr056381","Monga",-16.090507,28.30285,35,3977,419,2.4,70.5,2.7,145,150,995233.4,-16.5593179271627,-14.8076725021779,-6.8431876380551,-0.200682728782832,-0.117783035656382,-0.0339015516756813,2.25041212528555,0,0,0
"E9032-S23225",903160.597704993,-2322405.56109747,"icr056360","Monga",-16.11395,28.307998,10,27049,1807,64.5,264,10.7,3400,437,966967.8,-13.1110731863518,-13.059658277019,-6.02412016173394,-1.40913092071089,1.79642148233387,2.05159751550866,2.70598202442233,0,0,1
"E9032-S23225",903160.597704993,-2322405.56109747,"icr056361","Monga",-16.11395,28.307998,35,10077,626,11.1,159,5,1430,376,987315.9,-14.6703874892462,-12.7797099098869,-7.7799884647374,-1.65856308104932,0.797507195884188,1.33584057986406,2.7786605071803,0,0,1
"E9033-S23175",903211.65080812,-2317484.4227057,"icr056400","Monga",-16.06884,28.307197,10,18685,833,106,69.1,6.3,1400,184,978716.6,-14.1996912720587,-13.4442585461386,-3.49657751196051,-1.52945677792282,2.82288946071458,2.02929175799436,3.11044269975274,0,0,0
"E9033-S23175",903211.65080812,-2317484.4227057,"icr056401","Monga",-16.06884,28.307197,35,5369,165,307,65.8,3.4,498,127,993464.8,-15.1940761912497,-10.138059686573,-2.07886800818065,-0.656251510727424,4.50307231596508,1.36641299056606,3.48245147652199,0,0,0
"E9034-S23155",903375.236099667,-2315450.63962496,"icr056420","Monga",-16.050197,28.30818,10,14686,846,39.2,142,6.1,1440,214,982626.7,-14.2948889293235,-13.2156226339268,-5.46669584072485,-1.03200724349801,1.86038797561715,1.9064223775482,2.85413057840533,0,1,0
"E9034-S23155",903375.236099667,-2315450.63962496,"icr056421","Monga",-16.050197,28.30818,35,6987,460,14.9,78.8,3.4,763,151,991541.9,-15.4298737097985,-13.3126844295581,-6.0042345900366,-1.19554524088247,1.4775857813293,1.61997819446953,2.72058006906931,0,1,0
"E9050-S23197",904901.728006288,-2319665.01696871,"icr056460","Monga",-16.088815,28.323333,10,49668,2366,24.3,116,14.4,6540,266,941005.3,-13.1800931671653,-15.0955610866325,-6.10041692013578,-2.45094109485151,0.523248143764548,3.20219613566954,3.0441600969984,0,1,0
"E9050-S23197",904901.728006288,-2319665.01696871,"icr056461","Monga",-16.088815,28.323333,35,26027,1467,19.3,158,11.9,7130,287,964899.8,-13.4924512522629,-13.5277390034386,-7.12394635156495,-2.43539978153934,0.483566695793355,3.21258429764872,2.87591496157092,0,1,0
"E9050-S23214",904950.169462883,-2321385.78492356,"icr056440","Monga",-16.104588,28.324225,10,6526,462,29.7,201,4,1390,200,991187.3,-14.777843624836,-11.5562026127089,-6.64350290975853,-0.814334500568926,2.00485268468876,1.9387416595767,2.64798458607153,0,0,0
"E9050-S23214",904950.169462883,-2321385.78492356,"icr056441","Monga",-16.104588,28.324225,35,1982,297,5.9,302,24.5,557,98.5,996733.1,-15.4508500105838,-9.94935949386169,-5.56261003231397,0.884618533973413,-1.42372076663901,1.73250869174924,1.89812957608723,0,0,0
"E9054-S23173",905313.957383153,-2317216.14638392,"icr056480","Monga",-16.066365,28.326498,10,11246,678,8.7,82.8,8.6,1620,234,986121.9,-14.7967039716838,-13.4794490556957,-6.54366210512252,-2.02589121126009,0.0115608224010746,1.93486031286873,2.80862050091175,0,1,0
"E9054-S23173",905313.957383153,-2317216.14638392,"icr056481","Monga",-16.066365,28.326498,35,6948,436,1.3,46.8,8.4,1070,198,991291.5,-15.8058339798989,-14.1352320216265,-7.81512126332157,-2.51395082779112,-1.86586744138178,1.68714689676142,2.76856688401196,0,1,0
"E9058-S23148",905727.292838794,-2314752.78104743,"icr056500","Monga",-16.043783,28.32967,10,6259,332,12.2,114,3.8,501,116,992662,-15.6418190204845,-12.9657868932728,-5.88272172995121,-0.246761851633773,1.16643488500687,1.4630159099785,2.93664073800821,0,0,1
"E9058-S23148",905727.292838794,-2314752.78104743,"icr056501","Monga",-16.043783,28.32967,35,2104,114,5.4,115,3.5,417,136,997105.1,-16.4176627593105,-10.5692991042331,-7.14773123385093,-0.597028899190027,0.43363598507486,1.12043133606275,2.91539712546311,0,0,1
"E9256-S19960",925537.46528211,-1995994.78004383,"icr055882","Fisenge",-13.128398,28.437565,10,7468,483,39.9,51,27.3,199,39.8,991692,-15.4123788562904,-13.4990740406105,0.185244082388282,1.0556323217502,0.379489621704904,1.6094379124341,2.73836585100904,1,1,0
"E9256-S19960",925537.46528211,-1995994.78004383,"icr055883","Fisenge",-13.128398,28.437565,35,4735,361,11.9,49.5,36.9,134,36.5,994635.2,-15.9593573912522,-13.3610981430424,-0.481922158827592,1.23727322915773,-1.131673150929,1.30052753936246,2.5738590472873,1,1,0
"E9259-S19929",925869.12226199,-1992866.68701865,"icr055902","Fisenge",-13.09985,28.439953,10,8714,570,18.4,122,16.3,240,71.1,990248.2,-15.242347659875,-13.7196706936606,-2.66069446463456,1.2438318524043,0.121185556802223,1.2165515865328,2.72704984584879,0,1,0
"E9259-S19929",925869.12226199,-1992866.68701865,"icr055903","Fisenge",-13.09985,28.439953,35,5525,379,5.7,76.9,44.9,210,56.4,993702.1,-15.7106969827319,-13.1491209496421,-2.22333434497921,0.916773438455277,-2.0639716199077,1.31463837221346,2.67950232130353,0,1,0
"E9261-S19889",926064.54807571,-1988816.39544478,"icr055941","Fisenge",-13.062885,28.44091,10,10550,680,6.3,112,9.7,388,106,988148,-15.3458803951412,-14.7222978096723,-5.09962022061187,0.224702003071497,-0.431576252111849,1.29756624551121,2.74178834073406,0,0,1
"E9261-S19889",926064.54807571,-1988816.39544478,"icr055942","Fisenge",-13.062885,28.44091,35,6857,448,3,96.3,25.7,264,89.4,992216.6,-15.6836042600127,-13.8538608926023,-4.32554024435989,0.464293112678985,-2.14787870323307,1.08282842096685,2.72823207486938,0,0,1
"E9266-S19911",926529.545420151,-1991037.10717508,"icr055922","Fisenge",-13.083158,28.44561,10,10177,646,176,122,13.3,419,153,988293.7,-14.3242208567603,-11.9929814528044,-1.47245708440078,0.377336974799878,2.58271995981044,1.0074329985297,2.75708604740933,0,1,0
"E9266-S19911",926529.545420151,-1991037.10717508,"icr055923","Fisenge",-13.083158,28.44561,35,5857,373,21.2,69.9,21.6,193,49.7,993414.6,-15.6307242891211,-13.0351396600795,-1.29552504089208,1.07191176121936,-0.0186921330121521,1.3566852558023,2.75381438644597,0,1,0
"E9280-S19930",927922.729549202,-1992997.728707,"icr055981","Fisenge",-13.101067,28.458735,10,5982,548,7.7,35.3,18.1,129,32.2,993247.7,-16.2063919730463,-15.2866095527168,-1.25299018219933,0.93764347854775,-0.854691609412143,1.38784595181131,2.39023495224188,0,1,0
"E9280-S19930",927922.729549202,-1992997.728707,"icr055982","Fisenge",-13.101067,28.458735,35,3500,409,3.8,35.6,45.7,138,38.1,995829.8,-16.3020437739279,-13.8582496881391,-1.32240448904897,0.665187422034498,-2.48709723116782,1.28703940302455,2.1468030914347,0,1,0
"E9293-S19907",929283.901510156,-1990691.26664854,"icr056001","Fisenge",-13.08003,28.470693,10,10146,576,11.4,107,10.1,129,64.2,988956.3,-15.6522755643713,-15.0749521742448,-2.97022802887535,1.62928086080079,0.121077931553236,0.697809193665757,2.86872715743074,0,0,1
"E9293-S19907",929283.901510156,-1990691.26664854,"icr056002","Fisenge",-13.08003,28.470693,35,8614,473,13.4,80.7,10.4,175,57.7,990575.8,-15.7185524986178,-14.5126934779594,-2.72695578971891,1.1174608477287,0.25344890080954,1.10952880040946,2.90204867712212,0,0,1
"E9296-S19891",929584.214617621,-1989088.26596561,"icr056021","Fisenge",-13.065403,28.473107,10,11400,615,7.2,74.5,13.9,213,50.7,987625.7,-15.6636088603827,-15.4727677201518,-3.02079270692896,0.994835677683409,-0.657807814114637,1.43536625511229,2.91974636657607,1,1,0
"E9296-S19891",929584.214617621,-1989088.26596561,"icr056022","Fisenge",-13.065403,28.473107,35,4106,309,2.1,49.6,78.3,158,45,995252,-16.1864948935276,-13.3303239811486,-1.95325960515993,0.752237114575697,-3.61861025826738,1.25593254325665,2.58686332068113,1,1,0
"E9296-S19956",929511.583747184,-1995584.15384127,"icr055961","Fisenge",-13.12469,28.473778,10,14401,873,12.4,147,10.9,517,123,983915.7,-14.8227402373716,-14.5536455537721,-4.75627517186657,0.318130739844813,0.128933683375893,1.43585851913601,2.80311737175778,1,1,0
"E9296-S19956",929511.583747184,-1995584.15384127,"icr055962","Fisenge",-13.12469,28.473778,35,6395,420,3.2,55.8,54.9,331,79.1,992661,-15.6225539404845,-13.430859721742,-3.02907343644653,-0.154189855993165,-2.8423625387098,1.43140550060346,2.72301700273553,1,1,0
"E9306-S19888",930573.200722725,-1988754.03934319,"icr056101","Fisenge",-13.062363,28.48207,10,8318,460,32.1,103,10.4,370,86.9,990619.6,-15.1653864305733,-13.00392975629,-2.97893552021379,0.479860619962191,1.12705022398864,1.44874497336692,2.89495063081972,0,1,0
"E9306-S19888",930573.200722725,-1988754.03934319,"icr056102","Fisenge",-13.062363,28.48207,35,4135,238,4.8,114,41.3,251,63.2,995152.7,-15.7944032285571,-11.8424287468412,-3.2050274133743,0.977891065533862,-2.15224658205314,1.37914863797897,2.85497193378632,0,1,0
"E9309-S19943",930821.653371955,-1994281.31620487,"icr056061","Fisenge",-13.112812,28.485475,10,14354,891,5.5,49.4,19.8,258,56.3,984366,-15.5150271192549,-16.3168122766701,-2.75093501585246,0.358535802596376,-1.28093384546206,1.52226504977597,2.77943950051921,0,1,0
"E9309-S19943",930821.653371955,-1994281.31620487,"icr056062","Fisenge",-13.112812,28.485475,35,8141,430,2.4,33.2,53.5,176,43.4,991120.5,-16.0697606470751,-15.0849430371339,-1.81663184407939,0.33331751650964,-3.10421291654806,1.40002455393179,2.94088309288637,0,1,0
"E9315-S19954",931447.355479542,-1995358.83292279,"icr056041","Fisenge",-13.122653,28.491412,10,15289,1003,13.1,152,16.4,448,157,982921.5,-14.6218847405906,-14.4528530630749,-4.32768382550593,0.350183651149365,-0.224669104623047,1.04854742706668,2.72413810659868,1,1,0
"E9315-S19954",931447.355479542,-1995358.83292279,"icr056042","Fisenge",-13.122653,28.491412,35,10391,678,9.8,180,16.3,298,109,988317.9,-15.050882368965,-13.9478524055603,-4.22953222450844,1.08283398378274,-0.508782722136191,1.00574560427626,2.72954803791225,1,1,0
"E9328-S19931",932767.17255817,-1993088.71285526,"icr056141","Fisenge",-13.101947,28.502998,10,7861,438,12,41.2,9.1,325,61.9,991251.8,-15.8185535947183,-14.4232645438619,-3.03715548460555,-0.293460035205388,0.276632236265197,1.65830500263919,2.88745019341731,0,1,0
"E9328-S19931",932767.17255817,-1993088.71285526,"icr056142","Fisenge",-13.101947,28.502998,35,4141,253,5,49.2,28.5,428,123,994972.3,-15.7711664973666,-11.9101996817337,-3.88297224686984,-1.05052699958202,-1.7404661748405,1.24693884020938,2.79530309481805,0,1,0
"E9335-S19914",933477.7272207,-1991379.19855316,"icr056161","Fisenge",-13.086352,28.509135,10,7041,387,7.5,58,12.7,206,59.9,992227.9,-15.9496314521196,-14.2791065942588,-3.09159829872589,0.472782708360141,-0.526698972922279,1.23519966366818,2.90108079148935,0,1,0
"E9335-S19914",933477.7272207,-1991379.19855316,"icr056162","Fisenge",-13.086352,28.509135,35,4503,271,4.5,62.2,20.1,150,53.2,994936,-16.259643001009,-13.4366086150293,-2.92963928638825,0.826273501260719,-1.49664241828876,1.03657689774866,2.81038029942187,0,1,0
"E9343-S19895",934268.101665608,-1989407.6659703,"icr056181","Fisenge",-13.068367,28.515947,10,12013,668,11,78.8,10.8,338,84.9,986795.5,-15.327154870544,-14.9050804611465,-3.71535091057522,0.2410336762239,0.0183491386681975,1.38157180216572,2.88945650218473,0,0,0
"E9343-S19895",934268.101665608,-1989407.6659703,"icr056182","Fisenge",-13.068367,28.515947,35,8340,556,5.3,76.4,16.6,370,88,990547.7,-15.5221435720973,-14.2804793036202,-4.20477148495959,-0.0099156085352119,-1.14169587480442,1.43616619116006,2.70805020110221,0,0,0
"E9343-S19960",934248.659714879,-1995913.62358899,"icr056121","Fisenge",-13.127745,28.517113,10,11400,538,17.5,83.1,11.2,134,46.8,987769.4,-15.6378305705589,-15.1402126207738,-1.90136378210679,1.6606109623855,0.446287102628419,1.05195659702731,3.0535100742208,0,1,1
"E9343-S19960",934248.659714879,-1995913.62358899,"icr056122","Fisenge",-13.127745,28.517113,35,7102,403,10.3,76.9,15,128,40.3,992224.5,-15.9639456792136,-14.4131820643473,-2.02496168150632,1.61985597517908,-0.37590630586662,1.15567879496698,2.86919515155635,0,1,1
"E9364-S26772",936305.701509597,-2677109.07520768,"icr073703","Kenilworth",-19.372857,28.721183,10,13342,970,2.5,105,9.4,1810,849,982912.1,-14.5389636095687,-13.9062457335009,-9.21330806937433,-3.0623877902094,-1.3244189574018,0.757022937948524,2.62137616177203,0,0,0
